number,date,state,g/r,g,r,name,img,age,how,kbp_link,news_link_text 
515,"June 9, 2015",OH,M/W,M,W,Jeremy John Linhart,"""http://www.killedbypolice.net/victims/150501.jpg""",30,G,"""http://facebook.com/KilledByPolice/posts/1054408727920597""","""https://www.toledoblade.com/Police-Fire/2015/06/09/Findlay-officer-involved-in-shooting.html"""
514,"June 8, 2015",AZ,M/W,M,W,Richard Marolf,"""http://www.killedbypolice.net/victims/150500.jpg""",69,G,"""http://facebook.com/KilledByPolice/posts/1054366461258157""","""http://www.azfamily.com/story/29270558/deputy-involved-shooting-in-sun-city"""
513,"June 8, 2015",NY,M/L,M,L,Mario Ocasio,"""http://www.killedbypolice.net/victims/150499.jpg""",51,T,"""http://facebook.com/KilledByPolice/posts/1053966041298199""","""http://www.nydailynews.com/new-york/bronx/bronx-man-shocked-taser-cops-dies-sources-article-1.2250703"""
512,"June 8, 2015",CA,M/L,M,L,Rene Garcia,"""http://www.killedbypolice.net/victims/150498.jpg""",30,G,"""http://facebook.com/KilledByPolice/posts/1053951287966341""","""http://www.ocregister.com/articles/shooting-665164-personnel-dispatchers.html"""
511,"June 8, 2015",IN,M/W,M,W,James Johnson,"""http://www.killedbypolice.net/victims/150497.jpg""",54,G,"""http://facebook.com/KilledByPolice/posts/1053912974636839""","""http://www.indystar.com/story/news/crime/2015/06/08/police-shooting-suspect-dead-beech-grove/28700455/"""
510,"June 8, 2015",FL,M/A,M,A,Matthew Wayne McDaniel,"""http://www.killedbypolice.net/victims/150496.jpg""",35,G,"""http://facebook.com/KilledByPolice/posts/1053526714675465""","""http://www.wftv.com/news/news/local/police-person-interest-killed-melbourne-officer-in/nmX7b/"""
509,"June 7, 2015",WA,M/W,M,W,Gene Marshall,"""http://www.killedbypolice.net/victims/150495.jpg""",58,G,"""http://facebook.com/KilledByPolice/posts/1053573518004118""","""http://www.komonews.com/news/local/Police-officer-in-Woodland-shoots-kills-58-year-old-man-306422811.html"""
508,"June 7, 2015",FL,M/W,M,W,James Smillie,"""http://www.killedbypolice.net/victims/150494.jpg""",53,G,"""http://facebook.com/KilledByPolice/posts/1053155394712597""","""http://www.wfla.com/story/29258795/suspect-dead-after-deputy-involved-shooting-in-sarasota"""
507,"June 6, 2015",WV,F/W,F,W,Christie L. Cathers,"""http://www.killedbypolice.net/victims/150493.jpg""",45,G,"""http://facebook.com/KilledByPolice/posts/1053284878032982""","""http://www.mrt.com/news/crime/article_eccc8aa0-0ccd-11e5-92a5-e30a35ff1af1.html"""
506,"June 6, 2015",TX,M/L,M,L,Joe Don Nevels,"""http://www.killedbypolice.net/victims/150492.jpg""",42,G,"""http://facebook.com/KilledByPolice/posts/1053050901389713""","""http://www.wboy.com/story/29256189/monongalia-county-deputies-shoot-suspect-after-vehicle-pursuit"""
505,"June 6, 2015",CA,M/L,M,L,Alejandro Campos Fernandez,"""http://www.killedbypolice.net/victims/150491.jpg""",45,G,"""http://facebook.com/KilledByPolice/posts/1053048601389943""","""http://www.kionrightnow.com/news/local-news/officer-involvedshooting-in-watsonville-saturday-night-police-said/33444158"""
504,"June 6, 2015",CA,M/B,M,B,Demouria Hogg,"""http://www.killedbypolice.net/victims/150490.jpg""",30,G,"""http://facebook.com/KilledByPolice/posts/1052747884753348""","""http://www.sfgate.com/crime/article/Oakland-police-shoot-suspect-near-Lake-Merritt-6311221.php"""
503,"June 6, 2015",CO,M/L,M,L,Damien James Ramirez,"""http://www.killedbypolice.net/victims/150489.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/1052741374753999""","""http://www.denverpost.com/news/ci_28264788/man-was-fatally-shot-following-high-speed-chase"""
502,"June 5, 2015",CA,M/W,M,W,Donald J. Pinkerton-DeVito III,"""http://www.killedbypolice.net/victims/150488.jpg""",23,V,"""http://facebook.com/KilledByPolice/posts/1052725054755631""","""http://sanfrancisco.cbslocal.com/2015/06/05/bicyclist-fatally-struck-san-francisco-police-car-mclaren-park/"""
501,"June 5, 2015",CA,M/L,M,L,Jesus Gomez Quezada,,50,G,"""http://facebook.com/KilledByPolice/posts/1052665071428296""","""http://www.keyt.com/news/officer-involved-shooting-in-santa-maria-following-domestic-abuse-call/33434948"""
500,"June 5, 2015",PA,M/B,M,B,Andrew Ellerbe,"""http://www.killedbypolice.net/victims/150486.jpg""",33,G,"""http://facebook.com/KilledByPolice/posts/1052295121465291""","""http://www.nbcphiladelphia.com/news/breaking/Rising-Sun-Pizza-Robbery-Shooting-306241121.html"""
499,"June 4, 2015",AL,M  ,M,unknown,Curtis David Jordan,,45,G,"""http://facebook.com/KilledByPolice/posts/1106673379360798""","""http://www.al.com/news/huntsville/index.ssf/2015/06/huntsville_man_who_threw_hot_c.html"""
498,"June 4, 2015",NM,M/L,M,L,Rudy Baca,"""http://www.killedbypolice.net/victims/150485.jpg""",36,G,"""http://facebook.com/KilledByPolice/posts/1051970588164411""","""http://www.koat.com/news/valencia-county-deputy-involved-in-shooting/33383626"""
497,"June 4, 2015",CA,M/L,M,L,Lorenzo Garza Jr.,"""http://www.killedbypolice.net/victims/150484.jpg""",46,G,"""http://facebook.com/KilledByPolice/posts/1051805311514272""","""http://www.turnto23.com/news/local-news/delano-pd-shoot-kill-man-after-he-fires-at-police"""
496,"June 4, 2015",PA,M/B,M,B,Sherman Byrd,"""http://www.killedbypolice.net/victims/150483.jpg""",24,V,"""http://facebook.com/KilledByPolice/posts/1051780578183412""","""http://philadelphia.cbslocal.com/2015/06/04/police-cruiser-hits-kills-man-fleeing-officers-in-chester/"""
495,"June 3, 2015",NJ,M/W,M,W,Ronald Neal,"""http://www.killedbypolice.net/victims/150482.jpg""",56,G,"""http://facebook.com/KilledByPolice/posts/1051471334881003""","""http://www.nj.com/sussex-county/index.ssf/2015/06/man_killed_in_sussex_county_police_shooting_authorities_say.html"""
494,"June 3, 2015",TX,M/L,M,L,Edelmiro Hernandez,,33,G,"""http://facebook.com/KilledByPolice/posts/1051337108227759""","""http://www.khou.com/story/news/crime/2015/06/03/chase-ends--shooting-southeast-houston/28402107/"""
493,"June 3, 2015",TX,M/L,M,L,Miguel A. Martinez,"""http://www.killedbypolice.net/victims/150480.jpg""",18,G,"""http://facebook.com/KilledByPolice/posts/1051311614896975""","""http://crimeblog.dallasnews.com/2015/06/two-men-dead-i-35e-shut-down-in-ellis-county-after-three-hour-chase.html/"""
492,"June 2, 2015",TX,M/O,M,O,Kamal Dajani,"""http://www.killedbypolice.net/victims/150479.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/1050928521601951""","""http://crimeblog.dallasnews.com/2015/06/tarrant-county-sheriffs-deputy-fatally-shoots-azle-man-who-stabbed-three-relatives.html/"""
491,"June 2, 2015",MA,M/B,M,B,Usaamah Rahim,"""http://www.killedbypolice.net/victims/150478.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/1050892251605578""","""http://www.whdh.com/story/29215946/one-dead-after-officer-involved-shooting-in-roslindale"""
490,"June 1, 2015",KY,M/W,M,W,Billy J. Collins,"""http://www.killedbypolice.net/victims/150477.jpg""",56,TR,"""http://facebook.com/KilledByPolice/posts/1050592601635543""","""http://www.thelevisalazer.com/news/local-news/11484-louisa-man-dies-after-being-tasered-by-police-during-arrest.html"""
489,"June 1, 2015",NY,M/W,M,W,Joseph M. Ladd,"""http://www.killedbypolice.net/victims/150476.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/1050512091643594""","""http://www.democratandchronicle.com/story/news/2015/06/01/police-investigate-near-sears-mall-greece-ridge/28314217/"""
488,"June 1, 2015",TX,M/W,M,W,James D. Bushey,"""http://www.killedbypolice.net/victims/150475.jpg""",47,G,"""http://facebook.com/KilledByPolice/posts/1050364784991658""","""http://www.kplctv.com/story/29203366/palestine-police-id-victim-in-officer-involved-shooting"""
487,"May 31, 2015",OR,M  ,M,unknown,James Anthony Morris,,40,G ,"""http://facebook.com/KilledByPolice/posts/1050306458330824""","""http://www.oregonlive.com/pacific-northwest-news/index.ssf/2015/06/medford_police_shoot_and_kill.html"""
486,"May 31, 2015",NY,M/B,M,B,Richard Gregory Davis,"""http://www.killedbypolice.net/victims/150473.jpg""",50,T ,"""http://facebook.com/KilledByPolice/posts/1049761291718674""","""http://www.democratandchronicle.com/story/news/2015/05/31/police-holding-press-briefing-tremont-st-incident/28263079/"""
485,"May 30, 2015",TN,M/L,M,L,Alexander Tirado Rivera,"""http://www.killedbypolice.net/victims/150472.jpg""",39,G ,"""http://facebook.com/KilledByPolice/posts/1049111528450317""","""http://www.scrippsmedia.com/newschannel5/news/Investigation-Ongoing-At-Scene-Of-Alleged-Shooting-305572891.html"""
484,"May 30, 2015",AZ,M  ,M,unknown,Ebin Lamont Proctor,"""http://www.killedbypolice.net/victims/150471.jpg""",19,G ,"""http://facebook.com/KilledByPolice/posts/1048950461799757""","""http://www.prescottenews.com/news/current-news/item/25567-deputy-involved-shooting-in-cottonwood"""
483,"May 30, 2015",OR,M  ,M,unknown,Robert Box,,55,G ,"""http://facebook.com/KilledByPolice/posts/1048862565141880""","""http://koin.com/2015/05/30/osp-troopers-shoot-kill-man-in-wilderville/"""
482,"May 30, 2015",OK,M/W,M,W,Nehemiah Fischer,"""http://www.killedbypolice.net/victims/150469.jpg""",35,G ,"""http://facebook.com/KilledByPolice/posts/1048765725151564""","""http://www.kjrh.com/news/local-news/fatal-officer-involved-shooting-in-okmulgee-county05302015"""
481,"May 29, 2015",NJ,M/B,M,B,Kevin Allen,"""http://www.killedbypolice.net/victims/150466.jpg""",36,G ,"""http://facebook.com/KilledByPolice/posts/1048324021862401""","""http://newyork.cbslocal.com/2015/05/29/lyndhurst-library-police-shooting/"""
480,"May 28, 2015",MI,M/W,M,W,Kyle Baker,"""http://www.killedbypolice.net/victims/150465.jpg""",18,G ,"""http://facebook.com/KilledByPolice/posts/1048098121884991""","""http://www.clickondetroit.com/news/man-attacks-officer-shot-by-police-trenton/33276844"""
479,"May 28, 2015",GA,M/B,M,B,Kenneth Joel Dothard,"""http://www.killedbypolice.net/victims/150464.jpg""",40,G ,"""http://facebook.com/KilledByPolice/posts/1048093651885438""","""http://www.11alive.com/story/news/local/carrollton/2015/05/28/carrolton-officer-involved-shooting/28130059/"""
478,"May 28, 2015",SC,M/W,M,W,Darrell Morgan,"""http://www.killedbypolice.net/victims/150463.jpg""",60,G ,"""http://facebook.com/KilledByPolice/posts/1047731405254996""","""http://www.wsoctv.com/news/news/local/sled-responding-possible-officer-involved-shooting/nmQSJ/"""
477,"May 28, 2015",CA,M/O,M,O,Feras Morad,"""http://www.killedbypolice.net/victims/150462.jpg""",20,G ,"""http://facebook.com/KilledByPolice/posts/1047650131929790""","""http://www.presstelegram.com/general-news/20150528/man-dies-after-long-beach-officer-involved-shooting"""
476,"May 28, 2015",CO,M/B,M,B,James Edward Strong Jr.,"""http://www.killedbypolice.net/victims/150461.jpg""",32,G ,"""http://facebook.com/KilledByPolice/posts/1047640555264081""","""http://www.thedenverchannel.com/news/local-news/injured-northglenn-police-officer-taken-to-hospital"""
475,"May 28, 2015",GA,M/W,M,W,Harry Davis,"""http://www.killedbypolice.net/victims/150460.jpg""",57,G ,"""http://facebook.com/KilledByPolice/posts/1047542618607208""","""http://www.macon.com/2015/05/28/3768612/putnam-deputy-shoots-and-kills.html"""
474,"May 27, 2015",CA,M/W,M,W,Simon D. Hubble,"""http://www.killedbypolice.net/victims/150459.jpg""",33,G ,"""http://facebook.com/KilledByPolice/posts/1047497111945092""","""http://www.nbcsandiego.com/news/local/Reported-Shots-Fired-Alpine-305259931.html"""
473,"May 27, 2015",OK,M/W,M,W,Garrett Sandeno,"""http://www.killedbypolice.net/victims/150458.jpg""",24,G ,"""http://facebook.com/KilledByPolice/posts/1047489928612477""","""http://kfor.com/2015/05/27/breaking-news-officer-involved-shooting-in-edmond/"""
472,"May 27, 2015",KS,M/W,M,W,Randall C. Torrence,"""http://www.killedbypolice.net/victims/150457.jpg""",34,T ,"""http://facebook.com/KilledByPolice/posts/1047147181980085""","""http://www.kmbc.com/news/person-taken-to-hospital-after-kck-officer-uses-force-at-family-dollar/33249942"""
471,"May 27, 2015",NJ,M  ,M,unknown,Scott McAllister,,39,G ,"""http://facebook.com/KilledByPolice/posts/1047004615327675""","""http://7online.com/news/man-holding-17-month-old-son-hostage-killed-in-middletown-police-shooting/744277/"""
470,"May 26, 2015",LA,M/W,M,W,Jessie Nicholas Williams,"""http://www.killedbypolice.net/victims/150455.jpg""",24,G ,"""http://facebook.com/KilledByPolice/posts/1046688932025910""","""http://www.nbcdfw.com/news/local/9-Year-Old-Child-Reported-Missing-in-Benbrook-304947651.html"""
469,"May 26, 2015",NY,M/B,M,B,Dalton Branch,"""http://www.killedbypolice.net/victims/150454.jpg""",51,G ,"""http://facebook.com/KilledByPolice/posts/1046514782043325""","""http://pix11.com/2015/05/26/police-shoot-man-in-brooklyn-school-parking-lot/"""
468,"May 26, 2015",WA,M  ,M,unknown,Millard James Tallant III,,62,G ,"""http://facebook.com/KilledByPolice/posts/1046510228710447""","""http://www.kirotv.com/news/news/breaking-news-deputy-shoots-kills-man-near-monroe/nmNnq/"""
467,"May 25, 2015(466",VA,M/WF/W,M,WF,Thomas R. Ramey,"""http://www.killedbypolice.net/victims/2647.jpg""",64Barbara V. Ramey,VV,"""http://facebook.com/KilledByPolice/posts/1101499819878154""","""http://www.shenvalleynow.com/news/article/luray_couple_dies_in_memorial_day_crash"""
465,"May 25, 2015",AL,M/B,M,B,Anthony Dewayne Briggs,"""http://www.killedbypolice.net/victims/150452.jpg""",36,G ,"""http://facebook.com/KilledByPolice/posts/1046513795376757""","""http://www.waaytv.com/appnews/huntsville-police-investigate-fatal-officer-involved-shooting/article_ed55e3aa-035d-11e5-86b1-a7abaa619c23.html"""
464,"May 25, 2015",TX,F/W,F,W,Cassandra Bolin,"""http://www.killedbypolice.net/victims/150451.jpg""",31,G ,"""http://facebook.com/KilledByPolice/posts/1046122998749170""","""http://kxan.com/2015/05/25/woman-shot-dead-after-five-hour-standoff-with-apd-swat-officers/"""
463,"May 24, 2015",TX,M/W,M,W,Coy Wayne Walker,"""http://www.killedbypolice.net/victims/150468.jpg""",41,R ,"""http://facebook.com/KilledByPolice/posts/1049992835028853""","""http://www.weatherforddemocrat.com/news/sheriff-man-dies-after-struggle-with-deputies-rangers-investigating/article_0517ff1a-065a-11e5-bce1-1f62957193fb.html"""
462,"May 24, 2015",AZ,M  ,M,unknown,Eric Robinson,,40,G ,"""http://facebook.com/KilledByPolice/posts/1045528118808658""","""http://www.kpho.com/story/29143797/suspect-dead-following-police-shooting-in-eagar-ariz"""
461,"May 23, 2015",MI,M/B,M,B,Caso Jackson,"""http://www.killedbypolice.net/victims/150449.jpg""",25,G ,"""http://facebook.com/KilledByPolice/posts/1045600625468074""","""http://www.freep.com/story/news/local/michigan/detroit/2015/05/23/barricaded-standoff-detroit/27839681/"""
460,"May 23, 2015",MO,M/W,M,W,James Horn Jr.,"""http://www.killedbypolice.net/victims/150448.jpg""",47,G ,"""http://facebook.com/KilledByPolice/posts/1045330985495038""","""http://www.kshb.com/news/crime/james-horn-man-who-locked-woman-in-box-wanted-in-connection-to-double-murder"""
459,"May 22, 2015",NC,M  ,M,unknown,Alan Edward Dunnagan,,68,V,"""http://facebook.com/KilledByPolice/posts/1069784573049679""","""http://www.journalnow.com/news/crime/winston-salem-police-officer-charged-in-may-crash-that-killed/article_39fae0f2-20e1-11e5-80f5-834092178189.html"""
458,"May 22, 2015",PA,M/W,M,W,Michael Lowrey,"""http://www.killedbypolice.net/victims/150447.jpg""",40,G ,"""http://facebook.com/KilledByPolice/posts/1044783095549827""","""http://www.wpxi.com/news/news/local/troopers-shoot-person-inside-grocery-store/nmMF2/"""
457,"May 21, 2015",AL,M/W,M,W,Johnathan Larry Nelson,"""http://www.killedbypolice.net/victims/2814.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/1127410207287115""","""http://www.waff.com/story/29108855/sbi-investigating-officer-involved-shooting-in-albertville"""
456,"May 21, 2015",FL,M/W,M,W,Cary Lloyd Martin,"""http://www.killedbypolice.net/victims/150446.jpg""",53,G ,"""http://facebook.com/KilledByPolice/posts/1044291912265612""","""http://jacksonville.com/news/crime/2015-05-21/story/suspect-shot-deputies-st-augustine-beach-has-died"""
455,"May 21, 2015",TX,M/L,M,L,David Alejandro Gandara,,22,G ,"""http://facebook.com/KilledByPolice/posts/1044280985600038""","""http://www.elpasotimes.com/latestnews/ci_28159979/officer-involved-shooting-northeast-el-paso"""
454,"May 21, 2015",FL,M/B,M,B,Markus Clark,"""http://www.killedbypolice.net/victims/150444.jpg""",26,R ,"""http://facebook.com/KilledByPolice/posts/1044278692266934""","""http://www.local10.com/news/markus-clark-dies-at-florida-medical-center-after-arrest/33152392"""
453,"May 21, 2015",FL,M/B,M,B,Javoris Reshaud Washington,"""http://www.killedbypolice.net/victims/150443.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1044274155600721""","""http://www.wsvn.com/story/29128211/man-dead-after-barricading-himself-inside-fort-lauderdale-home"""
452,"May 21, 2015",NJ,M/L,M,L,Elvin Jesus Diaz,"""http://www.killedbypolice.net/victims/150442.jpg""",24,G ,"""http://facebook.com/KilledByPolice/posts/1044267022268101""","""http://www.nj.com/bergen/index.ssf/2015/05/police-involved_shooting_under_investigation_in_ha.html"""
451,"May 21, 2015",WY,F/W,F,W,Nikki Jo Burtsfield,"""http://www.killedbypolice.net/victims/150441.jpg""",39,G ,"""http://facebook.com/KilledByPolice/posts/1044263032268500""","""http://www.gillettenewsrecord.com/news/local/article_8ce9749e-ffea-11e4-b7e5-5f207815da4f.html"""
450,"May 21, 2015",SC,M/B,M,B,Jerome Thomas Caldwell,"""http://www.killedbypolice.net/victims/150440.jpg""",32,G ,"""http://facebook.com/KilledByPolice/posts/1044260518935418""","""http://www.abcnews4.com/story/29122044/police-close-off-downtown-charleston-streets-believe-lt-rogers-shooting-suspect-inside"""
449,"May 21, 2015",KY,M/B,M,B,Chrislon Talbott,"""http://www.killedbypolice.net/victims/150439.jpg""",38,G ,"""http://facebook.com/KilledByPolice/posts/1043939578967512""","""http://www.wave3.com/story/29120867/shooting-investigation-in-owensboro"""
448,"May 21, 2015",SC,M/W,M,W,James Anthony Cooper,"""http://www.killedbypolice.net/victims/150438.jpg""",43,G ,"""http://facebook.com/KilledByPolice/posts/1043929892301814""","""http://www.postandcourier.com/article/20150521/PC16/150529889/man-shot-last-night-after-cutting-deputy-dies"""
447,"May 20, 2015",NE,M/B,M,B,Marcus D. Wheeler,"""http://www.killedbypolice.net/victims/150437.jpg""",26,G ,"""http://facebook.com/KilledByPolice/posts/1043593542335449""","""http://www.wowt.com/home/headlines/Police-Officer-Shot-304450711.html?ref=711"""
446,"May 20, 2015",OH,M/W,M,W,Jonathan Colley,"""http://www.killedbypolice.net/victims/150436.jpg""",52,G ,"""http://facebook.com/KilledByPolice/posts/1043555722339231""","""http://www.newsnet5.com/news/local-news/oh-summit/summit-county-sheriffs-deputy-fatally-shoots-man-with-knife-in-green"""
445,"May 20, 2015",AR,M/W,M,W,Jonathan McIntosh,"""http://www.killedbypolice.net/victims/150435.jpg""",35,G ,"""http://facebook.com/KilledByPolice/posts/1043399399021530""","""http://www.thv11.com/story/news/crime/2015/05/19/police-respond-to-cabot-shooting/27627629/"""
444,"May 29, 2015",WY,M/W,M,W,Bin Christopher Williams,"""http://www.killedbypolice.net/victims/150467.jpg""",46,R ,"""http://facebook.com/KilledByPolice/posts/1048399418521528""","""http://k2radio.com/inmate-fought-deputies-before-dying-affidavit-details-bin-williams-last-days/"""
443,"May 19, 2015",CO,M  ,M,unknown,David Gaines,,17,G ,"""http://facebook.com/KilledByPolice/posts/1043404445687692""","""http://www.kjct8.com/news/headlines/Officer-involved-shooting-near-downtown-Grand-Junction-304404101.html"""
442,"May 19, 2015",PA,M/B,M,B,Anthony Quinn Gomez Jr.,"""http://www.killedbypolice.net/victims/150433.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1043035002391303""","""http://www.wgal.com/news/breaking-news-officer-shot-in-lancaster/33104470"""
441,"May 19, 2015",VA,M/L,M,L,Alfredo Rials-Torres,,54,G ,"""http://facebook.com/KilledByPolice/posts/1042995879061882""","""http://www.arlnow.com/2015/05/19/breaking-officer-involved-shooting-in-buckingham/"""
440,"May 17, 2015",FL,M/W,M,W,Austin Goodner,"""http://www.killedbypolice.net/victims/150431.jpg""",18,G ,"""http://facebook.com/KilledByPolice/posts/1041734392521364""","""http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/bn9/2015/5/17/st_pete_officer_shot.html"""
439,"May 17, 2015",IL,M/B,M,B,Ronell Wade,"""http://www.killedbypolice.net/victims/150430.jpg""",45,G ,"""http://facebook.com/KilledByPolice/posts/1041717705856366""","""http://www.chicagotribune.com/news/local/breaking/ct-officials-robbery-suspect-shot-dead-after-opening-fire-on-cops-20150517-story.html"""
438,"May 17, 2015",NM,M/W,M,W,Timothy Jones,"""http://www.killedbypolice.net/victims/150429.jpg""",27,G ,"""http://facebook.com/KilledByPolice/posts/1041677499193720""","""http://www.kob.com/article/stories/s3798987.shtml#.VVkL0zY4nTY"""
437,"May 17, 2015",CA,M/W,M,W,Dennis Richard Fiel,"""http://www.killedbypolice.net/victims/150428.jpg""",34,G ,"""http://facebook.com/KilledByPolice/posts/1041585899202880""","""http://www.utsandiego.com/news/2015/may/17/sdpd-ois-officer-shot-kearny-mesa-hospital/"""
436,"May 16, 2015",CA,M/W,M,W,Matthew Coates,"""http://www.killedbypolice.net/victims/150427.jpg""",42,G ,"""http://facebook.com/KilledByPolice/posts/1041034365924700""","""http://www.kcra.com/news/local-news/news-sacramento/sacramento-police-investigating-officerinvolved-shooting/33053756"""
435,"May 15, 2015",IL,M/W,M,W,Mark T. Farrar,"""http://www.killedbypolice.net/victims/150426.jpg""",41,G ,"""http://facebook.com/KilledByPolice/posts/1041032839258186""","""http://www.wrex.com/story/29079166/2015/05/15/officer-involved-shooting-in-rockford"""
434,"May 15, 2015",NY,M/L,M,L,Denis Reyes,"""http://www.killedbypolice.net/victims/150425.jpg""",40,R ,"""http://facebook.com/KilledByPolice/posts/1041027355925401""","""http://www.nydailynews.com/new-york/bronx-man-died-custody-drinking-sources-article-1.2224115"""
433,"May 14, 2015",MI,M/W,M,W,Sean Michael Pelletier,,37,G ,"""http://facebook.com/KilledByPolice/posts/1039965626031574""","""http://www.mlive.com/news/kalamazoo/index.ssf/2015/05/police_kill_1_man_injure_anoth.html"""
432,"May 13, 2015",WA,M/B,M,B,Lorenzo Hayes,"""http://www.killedbypolice.net/victims/150423.jpg""",37,R ,"""http://facebook.com/KilledByPolice/posts/1039508936077243""","""http://www.spokesman.com/stories/2015/may/13/jail-inmate-dies-shortly-after-arrest/"""
431,"May 12, 2015",MD,M  ,M,unknown,Dajuan Graham,,40,T ,"""http://facebook.com/KilledByPolice/posts/1041030542591749""","""http://wtop.com/montgomery-county/2015/05/death-of-man-after-police-tasing-investigated-in-montgomery-county/"""
430,"May 12, 2015",HI,M/PI,M,PI,Bruce Zalonka,"""http://www.killedbypolice.net/victims/150421.jpg""",46,G ,"""http://facebook.com/KilledByPolice/posts/1039341996093937""","""http://www.staradvertiser.com/news/breaking/20150512_Man_fatally_shot_at_Chinatown_Gateway_Plaza.html?id=303517261"""
429,"May 12, 2015",CA,M/W,M,W,Alec Ouzounian,"""http://www.killedbypolice.net/victims/150420.jpg""",40,G ,"""http://facebook.com/KilledByPolice/posts/1039115652783238""","""http://www.ocregister.com/articles/santa-661469-involved-margarita.html"""
428,"May 12, 2015",FL,M/B,M,B,D'Angelo Reyes Stallworth,"""http://www.killedbypolice.net/victims/150419.jpg""",28,G ,"""http://facebook.com/KilledByPolice/posts/1038884902806313""","""http://jacksonville.com/news/crime/2015-05-12/story/suspect-dead-police-involved-shooting-westside-jacksonville-apartment"""
427,"May 11, 2015",TX,M/B,M,B,Kelvin Antonie Goldston,"""http://www.killedbypolice.net/victims/150418.jpg""",30,G ,"""http://facebook.com/KilledByPolice/posts/1038452059516264""","""http://www.wfaa.com/story/news/crime/2015/05/11/fort-worth-police-report-officer-involved-shooting/27141917/"""
426,"May 11, 2015",FL,M/W,M,W,Justin Edward Way,"""http://www.killedbypolice.net/victims/150417.jpg""",28,G ,"""http://facebook.com/KilledByPolice/posts/1038448189516651""","""http://www.news4jax.com/news/st-johns-county-investiges-deputy-involved-shooting/32947972"""
425,"May 11, 2015",AZ,M/W,M,W,Sean Johnson,"""http://www.killedbypolice.net/victims/150416.jpg""",35,G ,"""http://facebook.com/KilledByPolice/posts/1038393022855501""","""http://www.kpho.com/story/29033947/man-dead-after-officer-involved-shooting-in-kearny"""
424,"May 11, 2015",NC,M/W,M,W,Michael Tyrone Gallagher,"""http://www.killedbypolice.net/victims/150415.jpg""",55,T ,"""http://facebook.com/KilledByPolice/posts/1038297926198344""","""http://www.wral.com/man-dies-while-in-police-custody-in-enfield/14637653/"""
423,"May 11, 2015",MD,M/B,M,B,Lionel Young,"""http://www.killedbypolice.net/victims/150414.jpg""",34,G ,"""http://facebook.com/KilledByPolice/posts/1038287316199405""","""http://www.nbcwashington.com/news/local/Prince-Georges-County-Sheriffs-Deputy-Involved-in-Fatal-Shooting-303283731.html"""
422,"May 11, 2015",WA,M/W,M,W,Stephen Cunningham,"""http://www.killedbypolice.net/victims/150413.jpg""",47,G ,"""http://facebook.com/KilledByPolice/posts/1038202396207897""","""http://www.kirotv.com/news/news/tacoma-police-shoot-and-kill-armed-man-outside-his/nmDNM/"""
421,"May 9, 2015",KS,M  ,M,unknown,Martin Eugene Bayless,,66,TR,"""http://facebook.com/KilledByPolice/posts/1145676865460449""","""http://www.wibw.com/home/headlines/Osage-County-Attorney-says-hes-looking-into-two-taser-deaths--353112371.html"""
420,"May 9, 2015",MN,M/B,M,B,Sam Matthew Holmes,"""http://www.killedbypolice.net/victims/150412.jpg""",31,G ,"""http://facebook.com/KilledByPolice/posts/1037390049622465""","""http://www.kare11.com/story/news/2015/05/09/694-shut-down-man-dies-in-officer-involved-shooting/27034515/"""
419,"May 8, 2015",NY,M/W,M,W,David A. Schwalm,"""http://www.killedbypolice.net/victims/150411.jpg""",58,G ,"""http://facebook.com/KilledByPolice/posts/1037384346289702""","""http://www.localsyr.com/story/d/story/authorities-investigating-fatal-officer-involved-s/67882/io8DUgiTsEG_yMWZyCVbHw"""
418,"May 8, 2015",LA,M/B,M,B,Dedrick Marshall,"""http://www.killedbypolice.net/victims/150410.jpg""",48,G ,"""http://facebook.com/KilledByPolice/posts/1037382256289911""","""http://www.nola.com/crime/index.ssf/2015/05/officer-involved_shooting_repo.html"""
417,"May 7, 2015",FL,M/O,M,O,John Paul Kaafi,"""http://www.killedbypolice.net/victims/150409.jpg""",33,T ,"""http://facebook.com/KilledByPolice/posts/1036978069663663""","""http://www.heraldtribune.com/article/20150507/ARTICLE/150509754/2416/NEWS"""
416,"May 7, 2015",CA,M/B,M,B,Nephi Arriguin,"""http://www.killedbypolice.net/victims/150408.jpg""",21,G ,"""http://facebook.com/KilledByPolice/posts/1036773353017468""","""http://ktla.com/2015/05/07/apparent-deputy-involved-shooting-prompts-emergency-response-in-cerritos/"""
415,"May 7, 2015",NY,M/W,M,W,Michael G. Murphy,"""http://www.killedbypolice.net/victims/150407.jpg""",35,G ,"""http://facebook.com/KilledByPolice/posts/1036716616356475""","""http://www.recordonline.com/article/20150507/NEWS/150509481"""
414,"May 7, 2015",NC,M/W,M,W,David Johnson,"""http://www.killedbypolice.net/victims/150406.jpg""",18,G ,"""http://facebook.com/KilledByPolice/posts/1036589536369183""","""http://www.wsoctv.com/news/news/local/police-investigate-officer-involved-shooting-wake-/nmBQL/"""
